Date,Price
22/7/20,238.6950378
23/7/20,237.5540466
24/7/20,235.5164642
25/7/20,249.5101013
26/7/20,246.8244324
27/7/20,267.4276123
28/7/20,288.5520935
29/7/20,288.3741455
30/7/20,292.1941833
31/7/20,300.5045166
1/8/20,317.99646
2/8/20,283.7819824
3/8/20,296.5352478
4/8/20,288.3858643
5/8/20,294.4866333
6/8/20,308.7603149
7/8/20,303.4585876
8/8/20,304.4788818
9/8/20,300.4008484
10/8/20,302.5855408
11/8/20,282.9462585
12/8/20,287.606781
13/8/20,299.5163879
14/8/20,293.3980408
15/8/20,303.0042114
16/8/20,307.8652954
17/8/20,317.2987671
18/8/20,304.1749878
19/8/20,292.6985779
20/8/20,294.791626
21/8/20,284.2982483
22/8/20,287.3624268
23/8/20,284.9570618
24/8/20,291.3259583
25/8/20,276.7991943
26/8/20,275.5710144
27/8/20,264.5843201
28/8/20,268.9147034
29/8/20,268.9542847
30/8/20,279.0695496
31/8/20,274.5431824
1/9/20,292.7197876
2/9/20,264.1186218
3/9/20,216.0624084
4/9/20,231.8746033
5/9/20,225.3008118
6/9/20,228.4532776
7/9/20,228.6089478
8/9/20,222.5369873
9/9/20,224.6769562
10/9/20,227.7134857
11/9/20,225.5377197
12/9/20,230.2938385
13/9/20,221.826004
14/9/20,226.2642365
15/9/20,235.6293793
16/9/20,231.7715149
17/9/20,233.1674652
18/9/20,234.2086334
19/9/20,233.6282654
20/9/20,226.4157104
21/9/20,213.5156555
22/9/20,220.0342255
23/9/20,208.1651306
24/9/20,216.6938629
25/9/20,216.6597137
26/9/20,221.8778381
27/9/20,229.0739746
28/9/20,226.3510132
29/9/20,229.2359467
30/9/20,228.1009216
1/10/20,228.1578674
2/10/20,220.1882324
3/10/20,219.7421875
4/10/20,221.8065491
5/10/20,222.385849
6/10/20,220.4437561
7/10/20,223.5558472
8/10/20,233.9446716
10/10/20,237.3235168
11/10/20,239.6698456
14/10/20,259.1334839
15/10/20,261.3847351
16/10/20,250.3254089
17/10/20,246.319931
18/10/20,249.8121643
19/10/20,250.7097931
20/10/20,242.8455505
21/10/20,258.5145874
22/10/20,266.4726257
23/10/20,270.3146667
24/10/20,275.1220093
25/10/20,271.0794373
26/10/20,259.7825928
27/10/20,264.5394287
28/10/20,268.4897156
29/10/20,267.0560608
30/10/20,261.828125
31/10/20,261.7582397
1/11/20,267.5558167
2/11/20,257.199707
3/11/20,244.1468353
4/11/20,241.1300964
5/11/20,249.5473175
6/11/20,257.7201843
7/11/20,253.5904083
8/11/20,270.6977844
9/11/20,263.9813232
10/11/20,257.3518066
11/11/20,257.1214905
12/11/20,259.8215332
13/11/20,259.1717834
14/11/20,255.769043
15/11/20,241.3680267
16/11/20,250.1392975
17/11/20,255.2885284
18/11/20,247.1260529
19/11/20,246.2700806
20/11/20,258.8548889
21/11/20,301.9248047
22/11/20,286.9934082
23/11/20,323.0258179
24/11/20,345.6051331
25/11/20,312.7775574
26/11/20,270.5107422
27/11/20,264.9553223
28/11/20,275.5712891
29/11/20,283.931488
30/11/20,316.4201965
1/12/20,288.1358337
2/12/20,294.2510681
3/12/20,292.2953491
4/12/20,280.7080688
5/12/20,289.3085938
6/12/20,286.3561096
7/12/20,283.8947144
8/12/20,267.5484619
9/12/20,268.7099609
10/12/20,265.9806824
11/12/20,259.3310242
12/12/20,267.7145691
13/12/20,275.3485107
14/12/20,276.5531006
15/12/20,288.3943787
16/12/20,311.4190369
17/12/20,310.3015747
18/12/20,312.7794495
19/12/20,318.2479248
